ID	Contributors	SeqSeeds	Proportions
103schm	kAuDMEP,VFjmLeh,3wOckwq,hS0CEmr,3OAVxox	3641609435,396435202,1679455801,110261161,3440721368	0.040,0.420,0.130,0.090,0.320
kAqXRaK	Q3vWzvX,s8CsTy9,e8qSqOO,XpJ2uh9,Gsv9jDu	4094313065,2429672507,4002594338,3465860474,2195950346	0.230,0.060,0.320,0.170,0.220
ncBvZAS	AdjlOMI,umVTc9N,IWH8qYK,JGfHeIq,7xnoSvj	2353748344,7361181,714781575,2371851276,6827941	0.210,0.120,0.230,0.080,0.360
up7SQLP	WCKB4Rp,tkEpTT7,jwxOdJu,ruoOy9j,Jidqz2y	3110167691,4252510786,416324003,2908822438,2520637575	0.440,0.010,0.230,0.220,0.100
EpBUkQN	NHHjIY4,a1JUHbW,XWayPUh,MAaQVTA,0vIvcxL	3072818913,4032058413,2973091671,1140251606,489914976	0.080,0.600,0.060,0.090,0.170
MSqeXfU	YbTqfln,5VktCVJ,Rt3dZ3a,JII1sVw,QBO0Wep	2317647244,2533181645,3712574232,356118364,3799803721	0.130,0.530,0.010,0.150,0.180
F9DUoow	kRf8VYz,2LSJ5xk,09W3nZp,5PfG1Ga,KPEQxVY	2411716291,2086440994,306648376,1321247640,1627213829	0.300,0.030,0.150,0.330,0.190
72QpPcU	mt07hM6,sOlg2Im,lKJUIo9,wE6rtjK,uZNZUyw	4195607748,2396640418,1850435131,1798701495,2461150731	0.170,0.140,0.150,0.460,0.080
7gkimXN	dHUCYhO,aeR70x1,Dk2w5y1,Rw0ZcWy,dFgFOfL	3186949176,4241198312,3536299738,2364283421,3872416450	0.240,0.350,0.150,0.030,0.230
6KMbX75	snrpUoa,V2UgQjN,R0OXoz1,U3MPkdt,d48wDln	2982612222,1007390067,680824816,1456012513,911794243	0.050,0.060,0.270,0.090,0.530
XikUpIR	VseSQox,tsVVNBw,MtIM6eL,kq2xMqz,VgxEFSt	2145339467,1202507274,327639655,3429306686,3987937939	0.280,0.600,0.050,0.040,0.030
UHDllL3	ZvKG4Ri,YUcgIlK,xzLVYzc,ZBClVRL,plnhbfd	750515028,2397149129,627012457,261499653,3851710226	0.150,0.200,0.400,0.210,0.040
ItifRqr	edpfR2c,vEg981H,zrY1LZY,ArkGaiz,PJwzEWG	2309326409,2766562850,2524039933,637985294,4191421099	0.130,0.210,0.400,0.230,0.030
pNJms0S	4FWrktk,09C7V17,C0qQMMd,4X2rtOy,0lcW7S5	629888471,1511697893,3068686925,201399098,928924492	0.160,0.540,0.100,0.150,0.050
BsRIrW5	xDlGNcf,NNTuf54,jNN7OGU,QvKgCaj,lCvtlIa	3380589864,132576089,1866297174,3057349944,300809799	0.140,0.150,0.500,0.170,0.040
HJd4Rru	xSPsVHH,0fIvj8g,5fdQYr5,GbgOG4y,S8WykRJ	4088360094,4066918590,395652339,3935484262,896897137	0.240,0.090,0.400,0.160,0.110
gzbjEb5	S9OlprA,X5KIBgH,AGYGrN8,KRNCDIU,p9hVnqf	943102122,2964940469,264782044,2783434674,3159399231	0.090,0.090,0.540,0.130,0.150
MiRmTcW	MfQ6G4I,HairiDb,6GbKhpi,hJcRiF6,uTE9m0V	2264879343,989083986,3052253538,2145343704,3091954441	0.020,0.710,0.080,0.100,0.090
kNKAPiU	xvOaxr7,rlrbXzI,4sYndcp,KWZjZPx,juX8Wj3	3727124484,1779822636,2548993648,3160451083,3867787850	0.070,0.120,0.140,0.230,0.440
8ISz0RU	v8DQfs3,4tQjfom,dY6Dpk8,iX5opJa,xbaYVvu	2451820574,1203963742,3653782633,1633622461,2513361715	0.010,0.020,0.440,0.320,0.210
eNgOx52	l6hwmIX,5lkc8fu,p63ekXz,KTAMoEd,yeAmWqV	640369331,1926260815,696271991,2954723680,3165387234	0.040,0.280,0.190,0.290,0.200
EAPHGGv	gT350im,H0dahC8,P4nuYVQ,hzHxbi3,G6S8Nya	3020137000,2028167185,2065645364,794604927,1628240974	0.040,0.360,0.010,0.280,0.310
CsmdNul	Yy7HyDv,ZxlvlPn,EIHqJAM,PmZbERl,3YMEOF3	456213085,2140296603,2622047378,3984208659,2504138103	0.570,0.060,0.150,0.040,0.180
KC8zi97	xUmCREq,I2jpaqw,QLESoeH,36AlsRG,psuU0hD	2174761921,2997960222,2908345420,2822032043,1404417003	0.030,0.390,0.490,0.040,0.050
MZrMGWY	7vkXw7m,BSNruO8,XcdBlTZ,DLYbtN5,58V2l2e	4191098973,1769494637,951072681,1861917483,235876811	0.390,0.270,0.200,0.130,0.010
wA8NgP5	WlL1QSf,u8GQY1y,5jQAqfo,Jqx6Q5R,8Cf1r1F	2586877257,1456719015,4284241872,2770653696,2558042516	0.690,0.070,0.060,0.170,0.010
9oQzjHS	dGUhUE0,9sfUIzU,fLeD37K,jAuPBr8,Zquw2ry	794884257,2334770914,811524672,2858677313,251265290	0.040,0.060,0.100,0.350,0.450
0NHbRl3	SkKLsP0,yIxsMTt,DLbX96l,shTDRNh,mMchSyz	445524578,3602754644,2248822438,2015688725,540208445	0.370,0.320,0.040,0.040,0.230
4XLuJd0	ovyVblh,AH0WNgp,vK0GCBD,HKAn635,b7hF7Xv	420597427,677479270,1080985908,685140207,854844153	0.490,0.330,0.050,0.010,0.120
wFGc2in	TLj5LJr,AWpx4v1,o1QUrlZ,E7Svc3Z,A7zyRDL	793328198,2646535789,1077270473,884953317,2563075652	0.400,0.080,0.280,0.130,0.110
6xHHs8u	n5QUxOE,W7GqrIk,d0cgSHE,WJsKeZw,osYnmBd	2323853796,4084117298,2129321106,4082423800,3279401447	0.180,0.020,0.360,0.100,0.340
kVDPcZd	CtwXfRf,oG0JqOk,cQjSaWD,ZFwaQES,7P7fgoL	779345636,1463373358,795242662,2567738161,118145313	0.160,0.120,0.510,0.020,0.190
lEbHcLt	uIxr2D7,2MCbAPC,s2scWPN,U0jQBJp,Z4akiUj	3636910796,3982022248,3866484866,781530332,3240201497	0.220,0.240,0.430,0.040,0.070
kxYp0pK	lyX7uTE,yzf1uR1,mNqmtNe,ELZaGIe,fDPUdiR	4011140908,2255368082,3984572899,517386057,2759025845	0.170,0.240,0.330,0.070,0.190
wydvrCo	l7CkO0u,VPLFFP9,B7nmBEG,94iayIU,0Nj2atk	346385040,1112445311,1079250420,958846197,3188365601	0.190,0.240,0.100,0.220,0.250
VnPrSN8	TeCtkbW,nYzqF6Y,k6XYet1,tpjtUTx,iYywhzR	1775672862,3259654217,2277217566,3110454353,1976567629	0.080,0.280,0.150,0.080,0.410
1k7gjJN	2rc88ql,kNXN1v2,w7YVTIM,cfFV37N,7Evxq00	179384108,2441353506,1537842013,1974501887,485230746	0.160,0.190,0.070,0.280,0.300
uH9g5xN	siLEYBt,sJwGYml,SJswtSF,VI4uSYK,8fMcbAQ	658707624,2521732081,242311744,620979784,3614203946	0.320,0.150,0.270,0.020,0.240
5tGuJf5	R4gwbaO,jyKEzti,sw0yZ8h,JC7uSbZ,310LXtF	1272311291,3947212983,2202028951,1541864157,3224847218	0.400,0.020,0.170,0.230,0.180
pk1iCKe	M8hb4Oh,jNgrxpv,yERznOX,TOmCR4a,6O1hiQl	333496353,2082109072,3259205695,35556008,3914094133	0.330,0.430,0.080,0.030,0.130
parT51A	u8x2zrx,3s6XJJB,pCj0EZg,Z1yVIXU,zIuwOzc	3068986707,2062442792,867724136,757003461,2647407126	0.090,0.300,0.030,0.240,0.340
uAXIeGg	fZLmNHN,zd3bFaG,TKaghf6,OWIk2Sx,q7Lsq6x	3931081025,1797503437,588176694,2277223879,3273013860	0.350,0.030,0.360,0.100,0.160
IU3Femp	olD5Z31,WM0sUrJ,QGyMRKT,0yfcFki,UHqxg8x	4112371060,1885317047,2100217470,1894314758,239145593	0.370,0.150,0.040,0.220,0.220
gTO8xfL	LMwnRtj,bRElrcS,Tw5Jbgw,2C6vYaK,LJdWo5w	2692311300,98782235,1886914075,3984370645,515794422	0.100,0.370,0.010,0.120,0.400
15hi35l	WDmnAxk,a4ZdK51,Rkttpw8,MwEum7v,HutYGSj	1860306534,428677255,3583420565,1466875406,1471705854	0.130,0.170,0.450,0.080,0.170
H5tp5Lz	BzRW2Mu,ZDqwwUI,4UO9oSV,OgCWOeD,QQgHcRB	1469945128,2527125349,4066612424,434032791,3598891660	0.130,0.030,0.420,0.040,0.380
117u9p4	gHIAtLW,LheIwG7,Zfg7KBX,HeqwxBN,xYgr0oI	3322616264,2530737787,4217064825,1170207266,724305157	0.090,0.080,0.420,0.250,0.160
Xflb0Pm	n7vx076,KVJ1bZr,tAEytGD,m93Ge89,MX8Ysux	2607609340,772447075,2799684687,23958700,2498657182	0.370,0.350,0.070,0.180,0.030
CgTdayz	SEvtmcV,wRrUJDp,Z6FXekZ,WCVX2X3,tolyy4B	340811218,3792801641,3798982481,3955194661,2158504969	0.120,0.250,0.140,0.460,0.030
A3Lj4NG	RPy3cT0,koOg8ts,6ZuXBn7,5UvexSu,2hbm45T	3763873523,4110308293,1350253039,3763049390,3178014012	0.030,0.250,0.170,0.500,0.050
60kLGh7	NKXH6ti,42OPdj0,u6PLD7d,w01xef5,EBCazeM	2028447445,3713433428,988193045,3949610998,3835436783	0.100,0.170,0.420,0.300,0.010
X3Dz2dd	ivZQdVJ,QLjYfO8,o2B92p9,MeyK3J0,Fdu3yjh	3431011551,4096216039,2900694250,2488090231,2044156246	0.370,0.020,0.030,0.120,0.460
ZPvuWf7	iRvz99K,2nzz2C7,IQ8Q9ct,r669eBh,dhCsO6h	1505391721,2485001508,3214555663,2194096442,2891292166	0.280,0.140,0.330,0.070,0.180
VvXswex	FQFVbRG,7P4yjJy,CV1hueL,qbWEntY,MAsI4RV	1412503441,3096194630,3480759347,4257248568,2922162263	0.240,0.110,0.080,0.290,0.280
YqNo2mf	mXPufdY,Wzf47I1,W6mSfU1,h8UwxBk,Vv7ZsaD	2584748716,4157116946,676915027,914840694,3783294586	0.510,0.100,0.080,0.220,0.090
W9ypTtl	F6JShia,p5PKpdQ,xvjkguU,WRafEvS,zEGVZTV	671281106,1575113820,2303232398,408150222,3006354373	0.100,0.190,0.180,0.230,0.300
vIAnuzM	WLUE05n,u0DzNDA,3ELgGrz,3nLQ1GL,nms6tz8	1229815133,1247959856,132568943,2665339379,2701957836	0.100,0.310,0.040,0.270,0.280
u9iBGNg	6NgdpkX,rOPxGc1,5WahzI9,n2VFyNz,vMTEZdz	1205543841,619204575,1709949693,2929297622,2093924815	0.540,0.130,0.040,0.200,0.090
7at4R6R	NL4bduA,JToXr6o,2CGT02z,x90ydfZ,fxrGgrk	1774226146,2659551698,1463968422,3425245104,3667332076	0.130,0.320,0.300,0.220,0.030
gDGMjlu	lZ7fN1h,3eTZHbp,Dztv5ke,2XWPhI4,JU8MI3B	1596272871,3749896213,3499836433,1542877754,2551073190	0.080,0.550,0.060,0.180,0.130
VzYg3el	lU5c7YP,LpQDnZR,BR176Zv,eye0wcN,lmvvKzC	727356704,2494476256,2557274565,4241181834,1778846644	0.230,0.280,0.290,0.190,0.010
SJzibTH	ljfxI41,L7HsQFr,o8Ax3Vk,vb0EnVf,yjIEOBB	842386976,1734317259,1990877085,4027640189,740301253	0.130,0.490,0.030,0.040,0.310
AgTNLrO	qAV7J9h,pvnUGLN,NBq5Chs,kZpZPBM,WwnPm37	1963141929,160238961,3704538550,1683128707,372271908	0.080,0.510,0.090,0.080,0.240
lGEomTh	65k73Y1,4jzAF6m,J7nJoCv,TPhiLX2,hE1KBf8	3654215071,1253830108,3019352690,771617745,4209783411	0.050,0.090,0.210,0.460,0.190
gxrpQQ7	hEo1hDy,zUU7LJh,68Bi2ll,QBeufEg,MhQReQJ	2307094909,2530365544,411900074,1690707805,3813092692	0.030,0.030,0.150,0.370,0.420
Xr5mIaJ	tc8y8TS,0IoIONd,mRsvJoE,GIHX0p7,UtahbSP	806325538,2470539643,336046238,2876866073,3818875586	0.060,0.350,0.080,0.500,0.010
V4N3I6B	r6w9gvD,BuDTHGb,qonaVOj,E8tntiI,H0QBIfA	2115338802,413113977,638398646,4205402442,3529331564	0.140,0.280,0.100,0.460,0.020
Wn3J386	SDouqkL,dxfVjkW,R0XifRy,wOnsFtJ,67ysjov	1934335241,495661588,1299173114,2265021881,3366147764	0.060,0.310,0.060,0.030,0.540
94f2307	IyskgPK,Dzl4mkT,eU1Rc5E,W3u2HrK,NjTOMqG	1076468964,2294604533,431771294,1191737820,2651219942	0.040,0.280,0.140,0.140,0.400
Vl94d8e	bRLBAmQ,4bM1jeL,MTmOdw0,GRXmnSc,w3WV3LG	3073267028,3573352685,2526239155,3118166900,3294231175	0.370,0.020,0.260,0.060,0.290
ujEBuB7	zXL11aS,EvtAR5c,NgPjxh6,JhTZF1D,CT1qpeX	3934645730,1438203904,2741142195,1221793029,3480192115	0.070,0.140,0.130,0.170,0.490
vFrdTIB	Qva0Sdw,nPriHD0,R7P4SAu,UiMgcCH,AOd4xE3	376708272,3168592689,532492752,657329659,1304874446	0.250,0.090,0.170,0.390,0.100
QJwAKKP	in7LMEo,mYV88QV,IXiJtNQ,Qw8HqEh,fOyuSgg	4091093162,2789882604,1913998316,1882458739,346071252	0.200,0.130,0.040,0.570,0.060
2ovkv8O	hEsTth6,l5cKQid,5LyJsIe,PqbmPOp,RG5fkJ2	456716762,1850879168,1629238953,3586688432,981437655	0.100,0.710,0.030,0.090,0.070
dtUcjRP	5rrFCJJ,iOH5lFJ,5zXuncd,7LscRsr,D8hJhIj	3635778537,4023510019,1093527067,1739743370,2094999993	0.490,0.180,0.040,0.280,0.010
yDnlmv5	8Tr5ebZ,BYI8624,w8mDPkU,7noUAvN,Zn3RKuO	1407028828,1394604534,392737739,854621046,2107830464	0.310,0.230,0.150,0.280,0.030
wUANoxK	m0B2GXO,4jwlGv6,PIRxOgD,9hi1H2f,5XKKbhA	1418241625,2294693994,2983292531,2904130587,3464277210	0.020,0.220,0.150,0.550,0.060
AKakG73	YaZ9BS3,jNv1Ic1,jx80r9S,s0G3LHV,OaX9RLV	303745370,86870634,408800955,2739880836,686229508	0.560,0.020,0.140,0.130,0.150
xJqNftM	r9qzFFc,kS9iO6c,wdyfOAW,x2v8Puu,zpJFTAs	4130349466,1989615688,823249277,900232678,3490984490	0.360,0.310,0.170,0.070,0.090
VuJuNDG	t4TrbhN,6LC35wH,zqfJATf,FlZAGuy,mOZOKVP	4231152385,778213665,279814373,1246518240,1356092516	0.400,0.080,0.240,0.250,0.030
crZ1kU7	KN2swQC,wVw5Cej,61Odajv,yKBbIUx,rGNUEXb	2593185161,665869089,2394204831,1138189329,2060903420	0.030,0.140,0.100,0.560,0.170
QKdY0B5	wm3gnlu,5PmI4VB,yV7p79S,kyb94Cr,wEv5o1j	580946829,4049039220,1370864906,1586990954,2047042489	0.040,0.070,0.590,0.220,0.080
iYhMcpu	xumtQl7,422DpsE,QPlr7rj,IHbwfVz,itQUahC	867963772,861823653,1146341527,33409350,2956256714	0.130,0.030,0.310,0.340,0.190
OYG2WX5	wZwXFPn,vlDtWY3,uhiQObr,ag52vxJ,aCB6kac	2364474096,2628570122,2666577547,2640180540,4017968463	0.090,0.020,0.450,0.370,0.070
b5dLXPF	FEfPA8U,y7mleoe,4bTmabE,qJlCRr8,4QxwbT4	923323104,472293494,1069484648,106378411,2606127619	0.260,0.130,0.120,0.360,0.130
bR1dxKD	xKaLqNL,WEOpKMX,y7nsaxy,luSU53D,ct11yEZ	1668407874,3559607487,2126274553,966228159,2611621618	0.450,0.020,0.110,0.040,0.380
60FG6pT	ET58VJ1,iUV4Lhh,NcPVzd4,LXe1d5s,2G3x6ZD	2713284255,2523709001,2717980382,392619656,3834174676	0.280,0.430,0.190,0.010,0.090
RQWG6E5	Aw3IosF,mE5oabu,pms2ac8,xH0aNqs,6S0e3x6	95140242,4199406817,2253167572,2741761862,1928974297	0.170,0.030,0.340,0.390,0.070
znruEAp	lgryZem,JVfPKzR,JvxPhsL,SciEIcl,y3Faw2p	579642638,2824483634,2290467187,290246682,1204866621	0.270,0.060,0.150,0.450,0.070
ZlFVHEM	HcOiMzK,sgmEpUQ,5l2Bx4q,iUOuBP9,VurYwY9	288934866,2456143599,3019288034,3535516956,3771493706	0.150,0.120,0.040,0.440,0.250
gUOBCl2	86UfLFV,vOwNmO5,zIhpfyT,jKrsJZM,nMbcVEt	1476542383,322674637,970038791,3264714067,418104399	0.160,0.080,0.580,0.100,0.080
u0hj2oY	kb9orgA,u2gKSNW,1V4poFQ,TXBCVqD,2orikJ0	2224435463,1048796010,3683110449,3696464705,4185552387	0.160,0.100,0.330,0.020,0.390
01MI3iw	lpQ6XH2,VvGibql,hQd5rcQ,TCi52dI,qmE28Ed	3494758809,4273587400,965017442,4121298542,2970889605	0.170,0.450,0.020,0.190,0.170
GVJnYYk	dTx6p0d,NI9yTR1,N5td89x,lCvSSba,OAHlRq2	610605503,176904912,2391313587,3908313056,3993677219	0.260,0.110,0.260,0.050,0.320
rFkB641	dDPa6q6,pICKV7b,aOBRhcM,py98hj5,RuVvHqL	2189548157,2538917338,1944200675,1689346790,957050037	0.100,0.260,0.050,0.180,0.410
SMts1pK	3hj5Hml,dj0yjU1,VFynqFt,rl1bU2X,tAdvXz9	2319653989,1942716482,475365481,172618492,2344617655	0.010,0.770,0.040,0.100,0.080
c0XT2xT	QQ8xIv6,5iHslfX,cX6Qh5U,ERtz9tn,0hHjuHP	984878933,4239677908,2546709426,638991917,1712621578	0.150,0.230,0.410,0.100,0.110
83KXqPh	ZRHD22e,jqK4lew,hDAExNy,VTp6UHI,G24DqoV	1232588289,4175522815,2404223369,118638717,3350371060	0.030,0.230,0.170,0.420,0.150
RGayvlk	4MCIf3L,nw4zmTI,c6ANbNf,Dr10pa5,o2djooG	4037998000,3324523763,511862280,2650240514,4252506829	0.070,0.290,0.050,0.530,0.060
RIQKvLF	0UNiAmh,DhwG7g3,QlcfsGa,czfSKeN,ODXSw5A	3733338118,1290164740,3973939301,774462808,3336537379	0.190,0.470,0.210,0.100,0.030
cebgZRA	0tDvzyp,l8Ogo83,69PYtXe,Shfhyrm,1IV523i	2546588,3492233830,682916081,742213827,3091538022	0.110,0.080,0.010,0.280,0.520
PiTGubn	AXZDnPs,PERofw6,B8v6Z2z,MCrCXWq,M5MwOUm	1482293449,1372836968,4023958121,2633238931,2332900747	0.150,0.090,0.550,0.100,0.110
q0nxg4E	MNCFpao,p6EnCfm,JFEefPR,Sh2sbN3,PG0A1ZA	2963399025,545410443,4144930264,1045908523,1300283515	0.110,0.190,0.140,0.350,0.210
hI22yGK	RsA2h9w,NeUKYvg,euAyd3k,cAqS64i,6oxPi12	1094701790,30878087,639107891,2014377188,531728643	0.140,0.460,0.070,0.250,0.080
uiyRXwh	MtNiyZ1,kJ7qdIn,qnORFWj,qY79jYb,ytlndNY	1510241906,3799355527,2516144584,1752397847,3778746435	0.210,0.040,0.490,0.030,0.230
iW7OC71	iTq4kFh,lnagUCe,KDTILY7,djjBZhG,QIE1v2y	411061184,3853802205,254444142,2393120016,3981910655	0.170,0.050,0.070,0.340,0.370
5OjiNGS	okiuXGA,eWqK3zH,5G5kZXo,FxG3y4w,hpC6GGn	2885285472,3554118161,692547300,68940430,269862830	0.290,0.080,0.490,0.050,0.090
b1JsByl	q5GJ6dH,oyMBor6,JHc3nWF,I7zmcpH,gxJbi9V	1449602188,2806830365,3706689838,2944620898,3038854527	0.180,0.280,0.280,0.150,0.110
kXhGC2d	wZi0KAn,NsUZjHR,BHmnngn,SAbKb7W,hhjkcvZ	2824534085,3425238022,1486305371,3945557783,2853943800	0.090,0.040,0.120,0.370,0.380
QA3UFmA	aLZ1cqL,BEd4p9Y,OuyIEcX,EmR9nvW,ZtCiGFA	556175205,1665041017,4200485497,3422239200,2267355293	0.460,0.290,0.060,0.120,0.070
wKkuJcH	X3UI8dZ,PzTVvO0,dG2fNHL,Tlg5zLZ,6FnuCIW	1417929176,948956779,4152816307,1369460,3241079483	0.030,0.020,0.470,0.250,0.230
j20JzWE	kSb7eMW,DXgJBtQ,dsHau2c,QBq5rKC,bXLlYPh	556844924,2154255470,4039188640,2166732828,3018062922	0.110,0.270,0.160,0.170,0.290
oTsk92Q	mDZ0xxw,zQYBBZU,OfHdqvi,Ki7qKA6,s8w8jAo	2057992628,3251590836,3236763753,3700714696,1517034175	0.150,0.260,0.040,0.330,0.220
8tkXrG3	uz2LsaS,rEScIcz,6QGa86k,wg8XFj2,CVvJ4n9	14473146,1986031207,348881353,4091434869,496429734	0.120,0.320,0.360,0.030,0.170
QIHLr5a	KXlJnxh,s42b1fc,B7omOEP,WRJ4KIE,Qp6TKBj	2490485903,226718948,2161621192,3850612069,455920813	0.040,0.010,0.220,0.250,0.480
KjlsBhJ	iMUxSMs,2yv6j6x,Mrmrae3,DEBXzoG,CLlElGB	756534795,2925033807,4004551512,925399672,2376094724	0.320,0.240,0.080,0.120,0.240
nGPo6F7	iQlMPTB,x7nPaWd,hSJ3DIQ,be6jlGz,8mIPXU1	921474289,3263285255,3729649387,3884060337,3401041599	0.040,0.350,0.220,0.370,0.020
SY7yqAR	GyjLy2D,fEjOuJY,qwWeUKC,93qzFpV,EL0PiSx	2174520759,2527429404,3047904582,2749680280,577314570	0.070,0.220,0.090,0.420,0.200
4zvIuHq	Iv8N9jo,4ttko4u,9Rfrx30,YqSV0kA,Yu1RICq	4158815905,3465585358,191836458,2673427607,4079226290	0.230,0.420,0.090,0.240,0.020
saoTows	6q13zTj,9N79cx0,jbaiIvq,vTrOecV,WxARgJc	3224759286,1365641942,1611254818,2963386670,568622808	0.190,0.240,0.040,0.020,0.510
hDpEQl2	dESxxfx,XIISMw6,DUyuJ8Z,0Z7qy0Z,GXQ6G2R	2662167984,1910744858,3260859103,1313068601,1207170488	0.070,0.070,0.510,0.020,0.330
L8FMkV0	c85XNvV,XbGH6NK,0BMZNwH,W5FwWz5,Ozb6d2n	3737762727,551401699,1852990247,3135320683,3535706170	0.200,0.050,0.070,0.150,0.530
rYfcx00	pykQABS,tKZK4Fm,NmtnFxY,AiMhUEy,eU4Lmk0	3576823104,4049139520,1252167174,3425026962,1818902466	0.270,0.170,0.410,0.120,0.030
MPV93WN	ArJ2Cfe,9Zgv80P,toFphfZ,5B8Qbsq,MBw6Ch1	899103020,3781610358,308900397,3822757085,3829384168	0.040,0.090,0.410,0.360,0.100
2VU6ubz	BjowKWp,HbLdIXm,QnsuQuw,12UJMih,VPOkI3b	4275093456,1389455523,11337402,3672183620,3442451472	0.390,0.010,0.240,0.040,0.320
JRp1ZCI	lbstnu4,Aun8TQR,908SrlO,h3gmGsa,tXuA7sj	3406843130,735125684,1672223044,1068590839,3876467600	0.300,0.220,0.260,0.050,0.170
8tUMIA6	eMgkNup,jgjL6Ji,XzUzqjT,2fMoTPt,AICBQU7	3542586486,3593693308,824846705,1121156004,4169377837	0.050,0.280,0.130,0.050,0.490
s71Q64v	3UqmL9K,Te3d69g,8xvf1P4,EdeYbh7,cSPGBER	674182035,1642155929,2067903571,2287026398,3792228936	0.180,0.040,0.120,0.440,0.220
7mHAmy2	Bwv1vrT,pQOrvHq,Z5hA3Ps,NClLYgF,hSLvWeI	233376885,3743027340,3555731265,3804838226,335672397	0.110,0.340,0.310,0.090,0.150
CbbxANc	9xtTFjC,IjDJGvn,Amw8ofy,EKlGxPD,mTobrsO	753125886,783881092,1737206638,4200375806,2825451644	0.160,0.160,0.230,0.260,0.190
A6mMqPQ	mwD6j3I,wqMJZd3,DQhweaI,9hqkNfP,kpvozog	799595279,2793188981,501625954,3811693552,668919414	0.130,0.610,0.040,0.070,0.150
VHFip4g	VKWHCE1,jiKVyTt,8jBuCeW,jD2er2F,6gNvpSG	1445046810,172194864,2695700110,2034071879,3773742096	0.290,0.380,0.050,0.120,0.160
2ywh9AU	aUWZsob,3ztGh3p,vP4BDde,AEkz1Cf,7yZjDZK	2668363566,2275990407,2187023286,879913512,781907091	0.080,0.170,0.320,0.050,0.380
gTlgMzB	FHdecmc,KqNAEtv,82i4nwl,C1LBKG4,6d6Q4E2	322740702,55532236,2464663594,2452374665,3106403757	0.090,0.140,0.380,0.300,0.090
wU5n3pa	kJKKHNd,JvdJHfX,6DyVyd7,axGnJCd,I3p5GEy	207143609,1938937467,3748050363,2221955945,352534061	0.020,0.030,0.460,0.190,0.300
n4nu0AZ	PwrCOU9,VajBo4u,aVTuoZf,JS2WGSD,gabcwhi	3773297159,461103893,1077644149,4108072466,3604199220	0.100,0.150,0.070,0.070,0.610
bxth40w	ArEB2oH,oYFyV4t,hmvARmx,ld4xP8L,uH7iUxQ	541006291,397412422,4172748079,164808347,2846557621	0.090,0.140,0.220,0.500,0.050
A0JJK2n	meHCph8,syFUrgR,OfIjca0,AY0vPnk,fG0SKhV	336846741,3706696241,2041086325,3585995496,4231717919	0.570,0.200,0.200,0.020,0.010
SbjCKdL	nWawew5,dmyGSEW,Sxdr5AK,eOXopWx,WPuOI7J	3336046762,1393507854,1128054376,2250173002,2384005056	0.440,0.060,0.340,0.070,0.090
kz9tNih	YDFcdug,gtPYUJD,DI36cRX,wLQcczZ,irth2Ez	2061446086,3964597307,1700854757,3212972204,2509401317	0.020,0.340,0.280,0.070,0.290
YnFtcRV	dSkyrzu,ECa0Blh,WOwdlga,E8AA6Rl,tHZXdQl	3326269333,2835588822,979463543,689256813,2277014165	0.110,0.120,0.450,0.080,0.240
T4jILXo	ZxZtGTj,UI21pVh,Y4DZbpu,8Kle8TA,5i9HzEh	2715171053,2739890086,3054070369,2521607481,1146016166	0.690,0.010,0.070,0.080,0.150
actIJen	h6IQGde,25Xen08,YH2w7ra,r6AWfBW,nik7wmd	139321941,3018714371,2042326123,4119341887,1235097561	0.270,0.260,0.110,0.160,0.200
R4UY0Yo	N2ohhuO,mPQB2FK,L4PVwCh,96CVZTP,CyOo1bX	2702716751,3168270776,3305296578,2974073475,3322469428	0.190,0.190,0.070,0.020,0.530
VQlBJsd	lt9vHlR,0heg9zL,feZiRd6,NGwMsq6,86uD1zB	2611682940,3355341603,2208910017,3661361848,2988021256	0.140,0.140,0.070,0.610,0.040
bcLHE6W	J3dGaRK,EzDzioR,SwVGhIJ,fWyg5gh,whGdICh	733946793,3467262882,3953424249,2729809368,1220337028	0.230,0.120,0.330,0.160,0.160
Xr9sJfP	HXMjYjn,y0NoUAK,wJB4yq8,lSirpkH,WCCpOXc	4019084226,1408759771,2131507802,3689676604,45914960	0.110,0.450,0.380,0.040,0.020
1tQc48k	LzKt0JI,Is4sEJV,THWdto0,b4ZATVr,Xd8GToy	3016050185,1665407889,75597917,1046206152,2555406199	0.230,0.060,0.510,0.010,0.190
SaWc5Xe	mwFZCk1,Ozi7nPl,Bd9fTL4,QqMeq8T,Vrv4HP0	3505647171,3167962417,2070221491,3617579646,3726891427	0.080,0.430,0.060,0.400,0.030
xuEWqGO	wmMN6cx,2M8hXMN,E0k9NBI,DCe40Mp,aJHhZ9y	3534120552,1239759648,2776664748,2763188738,2900787198	0.100,0.390,0.050,0.230,0.230
ohu3CfF	cVZtUPU,xzxj8Ma,nTfRZxE,Yb0cBsL,cABeovx	2132340766,1033088510,781899243,751007430,2183452815	0.040,0.010,0.020,0.780,0.150
e29SLIN	vJL5NEe,JtN2jTz,droaMLA,APRbFx9,CMdWGpo	1283327791,419599096,643521361,2144334918,2705497082	0.280,0.310,0.110,0.290,0.010
KYH5cjx	uNLdh2X,VUwUmJ5,B2WyDK2,VBVWqsN,w7UJgqo	2551302716,1534214817,4058841621,3552181985,271020832	0.090,0.060,0.270,0.450,0.130
NhzCMKu	3oZhnYR,FRTYol0,MTsFJwg,IZm9rKc,7lETksF	176722926,2702450503,4090315872,1966170846,909195115	0.260,0.110,0.190,0.360,0.080
